CountyName,PrecinctCode,PrecinctName,PrecinctSplitCode,Description,HouseNum,PrefixDirection,Street,StreetType,SuffixDirection,City,State,PostalCode,Line2,Comment,DayPhone,HandicapAccessible
MONTGOMERY,310101,CHELTENHAM 1-1,310101-1,GLENSIDE ELEMENTARY SCHOOL,400,,HARRISON,AVE,,GLENSIDE,PA,19038,,,215,YES
MONTGOMERY,310102,CHELTENHAM 1-2,310102-1,GLENSIDE MEMORIAL HALL,185,S,KESWICK,AVE,,GLENSIDE,PA,19038,,,,YES
MONTGOMERY,310103,CHELTENHAM 1-3,310103-1,GLENSIDE ELEMENTARY SCHOOL,400,,HARRISON,AVE,,GLENSIDE,PA,19038,,,215,YES
MONTGOMERY,310104,CHELTENHAM 1-4,310104-1,GLENSIDE MEMORIAL HALL,185,S,KESWICK,AVE,,GLENSIDE,PA,19038,,,,YES
MONTGOMERY,310201,CHELTENHAM 2-1,310201-1,WESTMINSTER THEOLOGICAL SEMINARY,2960,W,CHURCH,RD,,GLENSIDE,PA,19038,,,2152561592,YES
MONTGOMERY,310202,CHELTENHAM 2-2,310202-1,TOWERS AT WYNCOTE,8480,,LIMEKILN,PIKE,,WYNCOTE,PA,19095,,,,YES
MONTGOMERY,310203,CHELTENHAM 2-3,310203-1,CURTIS HALL,1250,W,CHURCH,RD,,WYNCOTE,PA,19095,,,,YES
MONTGOMERY,310204,CHELTENHAM 2-4,310204-1,CHELTENHAM HIGH SCHOOL,500,,RICES MILL,RD,,WYNCOTE,PA,19095,,,2158871720,YES
MONTGOMERY,310301,CHELTENHAM 3-1,310301-1,ALL HALLOWS CHURCH,262,,BENT,RD,,WYNCOTE,PA,19095,,,,YES
MONTGOMERY,310302,CHELTENHAM 3-2,310302-1,CHELTENHAM TOWNSHIP ADMINISTRATION BLDG,8230,,OLD YORK,RD,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310303,CHELTENHAM 3-3,310303-1,ELKINS PARK SQUARE,8080,,OLD YORK,RD,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310304,CHELTENHAM 3-4,310304-1,LAMOTT COMMUNITY CENTER,7420,,SYCAMORE,AVE,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310401,CHELTENHAM 4-1,310401-1,CHELTENHAM SCHOOL ADMIN BUILDING,2000,,ASHBOURNE RD (& WASHINGTON LN),,,ELKINS PARK,PA,19027,,,2158869500,YES
MONTGOMERY,310402,CHELTENHAM 4-2,310402-1,CHELTENHAM SCHOOL ADMIN BUILDING,2000,,ASHBOURNE RD (& WASHINGTON LN),,,ELKINS PARK,PA,19027,,,2158869500,YES
MONTGOMERY,310403,CHELTENHAM 4-3,310403-1,WYNCOTE ELEMENTARY SCHOOL,333,,RICES MILL,RD,,WYNCOTE,PA,19095,,,215,YES
MONTGOMERY,310404,CHELTENHAM 4-4,310404-1,WYNCOTE ELEMENTARY SCHOOL,333,,RICES MILL,RD,,WYNCOTE,PA,19095,,,215,YES
MONTGOMERY,310501,CHELTENHAM 5-1,310501-1,LA MOTT COMMUNITY CENTER,7420,,SYCAMORE,AVE,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310502,CHELTENHAM 5-2,310502-1,MYERS ELEMENTARY SCHOOL,7609,,MONTGOMERY,AVE,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310503,CHELTENHAM 5-3,310503-1,MYERS ELEMENTARY SCHOOL,7609,,MONTGOMERY,AVE,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310504,CHELTENHAM 5-4,310504-1,CHELTENHAM ELEMENTARY SCHOOL,7853,,FRONT,ST,,CHELTENHAM,PA,19012,,,2156357415,YES
MONTGOMERY,310601,CHELTENHAM 6-1,310601-1,ELKINS PARK SCHOOL,8149,,NEW SECOND,ST,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310602,CHELTENHAM 6-2,310602-1,ELKINS PARK SCHOOL,8149,,NEW SECOND,ST,,ELKINS PARK,PA,19027,,,,YES
MONTGOMERY,310603,CHELTENHAM 6-3,310603-1,ELKINS PARK SCHOOL,8149,,NEW SECOND,ST,,ELKINS PARK,PA,19027,,,2158869506,YES
MONTGOMERY,310701,CHELTENHAM 7-1,310701-1,ROWLAND COMMUNITY CENTER,400,,MYRTLE,AVE,,CHELTENHAM,PA,19012,,,,YES
MONTGOMERY,310702,CHELTENHAM 7-2,310702-1,BERACHAH CHURCH,400,,ASHBOURNE,RD,,CHELTENHAM,PA,19012,,,,YES
MONTGOMERY,310703,CHELTENHAM 7-3,310703-1,CHELTENHAM ELEMENTARY SCHOOL,7853,,FRONT,ST,,CHELTENHAM,PA,19012,,,2156357415,YES
MONTGOMERY,320001,DOUGLASS 1,320001-1,SHEPHERD OF THE HILLS CHURCH,527,,HOFFMANSVILLE,RD,,BECHTELSVILLE,PA,19505,,,,YES
MONTGOMERY,320002,DOUGLASS 2,320002-1,SHEPHERD OF THE HILLS CHURCH,527,,HOFFMANSVILLE,RD,,BECHTELSVILLE,PA,19505,,,,YES
MONTGOMERY,320003,DOUGLASS 3,320003-1,TRI-COUNTY BIBLE CHURCH,142,,BUCHERT,RD,,GILBERTSVILLE,PA,19525,,,,YES
MONTGOMERY,320004,DOUGLASS 4,320004-1,TRI-COUNTY BIBLE CHURCH,142,,BUCHERT,RD,,GILBERTSVILLE,PA,19525,,,,YES
MONTGOMERY,330101,EAST NORRITON 1-1,330101-1,OLIVET SCHWENKFELDER UNITED CHURCH OF CHRIST,619,,TOWNSHIP LINE,RD,,NORRISTOWN,PA,19401,,,,YES
MONTGOMERY,330102,EAST NORRITON 1-2,330102-1,EAST NORRITON MIDDLE SCHOOL,330,,ROLAND,DR,,NORRISTOWN,PA,19401,,,,YES
MONTGOMERY,330103,EAST NORRITON 1-3,330103-1,PAUL FLY ELEMENTARY SCHOOL,2920,,POTSHOP,RD,,NORRISTOWN,PA,19403,,,,YES
MONTGOMERY,330104,EAST NORRITON 1-4,330104-1,NORRITON PRESBYTERIAN CHURCH,608,N,TROOPER,RD,,NORRISTOWN,PA,19403,,,,YES
MONTGOMERY,330201,EAST NORRITON 2-1,330201-1,COLE MANOR ELEMENTARY SCHOOL,2350,,SPRINGVIEW,RD,,NORRISTOWN,PA,19401,,,,YES
MONTGOMERY,330202,EAST NORRITON 2-2,330202-1,COLE MANOR ELEMENTARY SCHOOL,2350,,SPRINGVIEW,RD,,NORRISTOWN,PA,19401,,,,YES
MONTGOMERY,330203,EAST NORRITON 2-3,330203-1,COLE MANOR ELEMENTARY SCHOOL,2350,,SPRINGVIEW,RD,,NORRISTOWN,PA,19401,,,,YES
MONTGOMERY,330204,EAST NORRITON 2-4,330204-1,AUTOMOBILE DEALERS ASSOCIATION,3311,,SWEDE,RD,,NORRISTOWN,PA,19401,,,,YES
MONTGOMERY,340001,FRANCONIA 1,340001-1,FRANCONIA TOWNSHIP BUILDING,671,,ALLENTOWN,RD,,TELFORD,PA,18969,,,,YES
MONTGOMERY,340002,FRANCONIA 2,340002-1,CHRIST REFORMED CHURCH AT INDIAN CREEK,171,,CHURCH,RD,,TELFORD,PA,18969,,,,YES
MONTGOMERY,340003,FRANCONIA 3,340003-1,CHRIST REFORMED CHURCH AT INDIAN CREEK,171,,CHURCH,RD,,TELFORD,PA,18969,,,,YES
MONTGOMERY,340004,FRANCONIA 4,340004-1,FRANCONIA TOWNSHIP BUILDING,671,,ALLENTOWN,RD,,TELFORD,PA,18969,,,,YES
MONTGOMERY,340005,FRANCONIA 5,340005-1,IMMANUEL LEIDY'S CHURCH,273,W,CHERRY,LN,,SOUDERTON,PA,18964,,,,YES
MONTGOMERY,340006,FRANCONIA 6,340006-1,SOUDERTON AREA SCHOOL DISTRICT OFFICE,760,,LOWER,RD,,SOUDERTON,PA,18964,,,,YES
MONTGOMERY,340007,FRANCONIA 7,340007-1,SOUDERTON AREA SCHOOL DISTRICT OFFICE,760,,LOWER,RD,,SOUDERTON,PA,18964,,,,YES
MONTGOMERY,340008,FRANCONIA 8,340008-1,IMMANUEL LEIDY'S CHURCH,273,W,CHERRY,LN,,SOUDERTON,PA,18964,,,,YES
MONTGOMERY,350101,HATFIELD 1-1,350101-1,A. M. KULP ELEMENTARY SCHOOL,801,,COWPATH,RD,,HATFIELD,PA,19440,,,,YES
MONTGOMERY,350102,HATFIELD 1-2,350102-1,A. M. KULP ELEMENTARY SCHOOL,801,,COWPATH,RD,,HATFIELD,PA,19440,,,2153683061,YES
MONTGOMERY,350201,HATFIELD 2-1,350201-1,HATFIELD TOWNSHIP BUILDING,1950,,SCHOOL,RD,,HATFIELD,PA,19440,,,,YES
MONTGOMERY,350202,HATFIELD 2-2,350202-1,HATFIELD TOWNSHIP BUILDING,1950,,SCHOOL,RD,,HATFIELD,PA,19440,,,,YES
MONTGOMERY,350301,HATFIELD 3-1,350301-1,HATFIELD ELEMENTARY SCHOOL,1701,,FAIRGROUNDS,RD,,HATFIELD,PA,19440,,,2153681585,YES
MONTGOMERY,350302,HATFIELD 3-2,350302-1,HATFIELD ELEMENTARY SCHOOL,1701,,FAIRGROUNDS,RD,,HATFIELD,PA,19440,,,,YES
MONTGOMERY,350401,HATFIELD 4-1,350401-1,PENNFIELD MIDDLE SCHOOL,726,,FORTY FOOT,RD,,HATFIELD,PA,19440,,,3689600,YES
MONTGOMERY,350402,HATFIELD 4-2,350402-1,PENNFIELD MIDDLE SCHOOL,726,,FORTY FOOT,RD,,HATFIELD,PA,19440,,,,YES
MONTGOMERY,350501,HATFIELD 5-1,350501-1,OAK PARK ELEMENTARY SCHOOL,500,,SQUIRREL,LN,,LANSDALE,PA,19446,,,3684017,YES
MONTGOMERY,350502,HATFIELD 5-2,350502-1,OAK PARK ELEMENTARY SCHOOL,500,,SQUIRREL,LN,,LANSDALE,PA,19446,,,,YES
MONTGOMERY,360101,HORSHAM 1-1,360101-1,KEITH VALLEY MIDDLE SCHOOL,227,,MEETINGHOUSE,RD,,HORSHAM,PA,19044,BETWEEN EASTON & MORELAND RDS,,6725660,YES
MONTGOMERY,360102,HORSHAM 1-2,360102-1,BLAIR MILL ELEMENTARY SCHOOL,109,,BENDER,RD,,HATBORO,PA,19040,,,6728665,YES
MONTGOMERY,360103,HORSHAM 1-3,360103-1,HORSHAM FIRE HOUSE #1,315,,MEETINGHOUSE,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360104,HORSHAM 1-4,360104-1,HALLOWELL ELEMENTARY SCHOOL,501,W,MORELAND,AVE,,HORSHAM,PA,19044,,,2154205901,YES
MONTGOMERY,360105,HORSHAM 1-5,360105-1,KEITH VALLEY MIDDLE SCHOOL,227,,MEETINGHOUSE,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360201,HORSHAM 2-1,360201-1,HORSHAM TOWNSHIP COMMUNITY CENTER,1025,,HORSHAM,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360202,HORSHAM 2-2,360202-1,SIMMONS ELEMENTARY SCHOOL,411,,BABYLON,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360203,HORSHAM 2-3,360203-1,HORSHAM TOWNSHIP COMMUNITY CENTER,1025,,HORSHAM,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360204,HORSHAM 2-4,360204-1,HORSHAM TOWNSHIP LIBRARY,435,,BABYLON,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360301,HORSHAM 3-1,360301-1,HORSHAM VFW POST 9788,324,,SAWMILL,LN,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360302,HORSHAM 3-2,360302-1,YUONG SANG PRESBYTERIAN CHURCH,706,,WITMER,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360303,HORSHAM 3-3,360303-1,LUTHERAN CHURCH OF THE RESURRECTION,620,,WELSH,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360304,HORSHAM 3-4,360304-1,HATBORO-HORSHAM HIGH SCHOOL,899,,HORSHAM,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360305,HORSHAM 3-5,360305-1,HATBORO-HORSHAM HIGH SCHOOL,899,,HORSHAM,RD,,HORSHAM,PA,19044,AUXILIARY GYM,,2154417906,YES
MONTGOMERY,360401,HORSHAM 4-1,360401-1,ST MATTHEW'S EPISCOPAL CHURCH,919,,TENNIS,AVE,,MAPLE GLEN,PA,19002,,,,YES
MONTGOMERY,360401,HORSHAM 4-1,360401-2,ST MATTHEW'S EPISCOPAL CHURCH,919,,TENNIS,AVE,,MAPLE GLEN,PA,19002,,,,YES
MONTGOMERY,360402,HORSHAM 4-2,360402-1,HORSHAM TWP COMMUNITY CENTER,1025,,HORSHAM,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360403,HORSHAM 4-3,360403-1,SIMMONS ELEMENTARY SCHOOL,411,,BABYLON,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,360404,HORSHAM 4-4,360404-1,UKRAINIAN AMERICAN SPORT CENTER- TRYZUB,,,LOWER STATE & COUNTY LINE,RD,,HORSHAM,PA,19044,,,,YES
MONTGOMERY,370001,LIMERICK 1,370001-1,ST JAMES UNITED CHURCH OF CHRIST,321,S,LIMERICK,RD,,LIMERICK,PA,19468,,,,YES
MONTGOMERY,370002,LIMERICK 2,370002-1,LIMERICK TOWNSHIP BUILDING,646,W,RIDGE,PIKE,,LIMERICK,PA,19468,,,,YES
MONTGOMERY,370003,LIMERICK 3,370003-1,LIMERICK FIRE DEPT-LINFIELD STATION,1077,,MAIN,ST,,LIMERICK,PA,19468,,,,YES
MONTGOMERY,370004,LIMERICK 4,370004-1,BROOKE ELEMENTARY SCHOOL,339,N,LEWIS,RD,,ROYERSFORD,PA,19468,,,,YES
MONTGOMERY,370005,LIMERICK 5,370005-1,EVANS ELEMENTARY SCHOOL,125,,SUNSET,RD,,LIMERICK,PA,19468,,,6107056012,YES
MONTGOMERY,370006,LIMERICK 6,370006-1,LIMERICK ELEMENTARY SCHOOL,81,,LIMERICK CENTER,RD,,ROYERSFORD,PA,19468,,,,YES
MONTGOMERY,380001,LOWER FREDERICK 1,380001-1,LOWER FREDERICK FIRE COMPANY,139,,SPRING MOUNT,RD,,SPRING MOUNT,PA,19478,,,,YES
MONTGOMERY,380002,LOWER FREDERICK 2,380002-1,LOWER FREDERICK TOWNSHIP BUILDING,53,,SPRING MOUNT,RD,,ZIEGLERVILLE,PA,19492,,,,YES
MONTGOMERY,390101,LOWER GWYNEDD 1-1,390101-1,CHURCH OF THE MESSIAH,1001,,DEKALB,PIKE,,LOWER GWYNEDD,PA,19002,,,,YES
MONTGOMERY,390102,LOWER GWYNEDD 1-2,390102-1,CHURCH OF THE MESSIAH,1001,,DEKALB,PIKE,,LOWER GWYNEDD,PA,19002,,,,YES
MONTGOMERY,390103,LOWER GWYNEDD 1-3,390103-1,"GWYNEDD MERCY UNIVERSITY, JULIA BALL AUDITORIUM",1325,,SUMNEYTOWN,PIKE,,GWYNEDD VALLEY,PA,19437,,,,YES
MONTGOMERY,390104,LOWER GWYNEDD 1-4,390104-1,WISSAHICKON HIGH SCHOOL,521,,HOUSTON,RD,,AMBLER,PA,19002,,,6465806,YES
MONTGOMERY,390201,LOWER GWYNEDD 2-1,390201-1,LOWER GWYNEDD TOWNSHIP BUILDING,1130,N,BETHLEHEM,PIKE,,SPRING HOUSE,PA,19477,,,,YES
MONTGOMERY,390202,LOWER GWYNEDD 2-2,390202-1,WISSAHICKON SCHOOL ADMINISTRATION BLDG,601,,KNIGHT,RD,,AMBLER,PA,19002,,,2156198000,YES
MONTGOMERY,400101,LOWER MERION 1-1,400101-1,PENN VALLEY ELEMENTARY SCHOOL,301,,RIGHTERS MILL,RD,,NARBERTH,PA,19072,,,,YES
MONTGOMERY,400102,LOWER MERION 1-2,400102-1,PENN VALLEY ELEMENTARY SCHOOL,301,,RIGHTERS MILL,RD,,NARBERTH,PA,19072,,,,YES
MONTGOMERY,400103,LOWER MERION 1-3,400103-1,ST CHRISTOPHER'S CHURCH,226,,RIGHTERS MILL,RD,,GLADWYNE,PA,19035,,,,YES
MONTGOMERY,400201,LOWER MERION 2-1,400201-1,ST CHRISTOPHER'S CHURCH,226,,RIGHTERS MILL,RD,,GLADWYNE,PA,19035,,,6106429586,YES
MONTGOMERY,400202,LOWER MERION 2-2,400202-1,FIRST PRESBYTERIAN CHURCH OF LOWER MERION,1321,,BEAUMONT,DR,,GLADWYNE,PA,19035,,,,YES
MONTGOMERY,400203,LOWER MERION 2-3,400203-1,WELSH VALLEY MIDDLE SCHOOL,325,,TOWER,LN,,NARBERTH,PA,19072,,,,YES
MONTGOMERY,400301,LOWER MERION 3-1,400301-1,BELMONT HILLS LIBRARY,120,,MARY WATERS FORD,RD,,BALA-CYNWYD,PA,19004,,,,YES
MONTGOMERY,400302,LOWER MERION 3-2,400302-1,WELSH VALLEY MIDDLE SCHOOL,325,,TOWER,LN,,NARBERTH,PA,19072,AUDITORIUM,,6643112,YES
MONTGOMERY,400303,LOWER MERION 3-3,400303-1,BELMONT HILLS FIRE COMPANY,4,S,WASHINGTON,AVE,,BALA-CYNWYD,PA,19004,,,,YES
MONTGOMERY,400401,LOWER MERION 4-1,400401-1,ST MARY'S EPISCOPAL CHURCH,36,,ARDMORE,AVE,,ARDMORE,PA,19003,,,,YES
MONTGOMERY,400402,LOWER MERION 4-2,400402-1,ST MARY'S EPISCOPAL CHURCH,36,,ARDMORE,RD,,ARDMORE,PA,19003,,,,YES
MONTGOMERY,400403,LOWER MERION 4-3,400403-1,FIRST PRESBYTERIAN CHURCH OF ARDMORE,5,W,MONTGOMERY,AVE,,ARDMORE,PA,19003,,,,YES
MONTGOMERY,400501,LOWER MERION 5-1,400501-1,LOWER MERION SCHOOL ADM BUILDING,301,E,MONTGOMERY,AVE,,ARDMORE,PA,19003,,,,YES
MONTGOMERY,400502,LOWER MERION 5-2,400502-1,LOWER MERION SCHOOL ADM BUILDING,301,E,MONTGOMERY,AVE,,ARDMORE,PA,19003,,,610,YES
MONTGOMERY,400503,LOWER MERION 5-3,400503-1,LOWER MERION SCHOOL ADM BUILDING,301,E,MONTGOMERY,AVE,,ARDMORE,PA,19003,,,610,YES
MONTGOMERY,400601,LOWER MERION 6-1,400601-1,ASHBRIDGE HOUSE,1301,W,MONTGOMERY,AVE,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,400602,LOWER MERION 6-2,400602-1,BRYN MAWR PRESBYTERIAN CHURCH,625,,MONTGOMERY,AVE,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,400603,LOWER MERION 6-3,400603-1,HARRITON HIGH SCHOOL,600,N,ITHAN,AVE,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,400701,LOWER MERION 7-1,400701-1,GREEN HILL CONDOMINIUM,1001,,CITY LINE,AVE,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,400702,LOWER MERION 7-2,400702-1,PENN WYNNE ELEMENTARY SCHOOL,250,,HAVERFORD,RD,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,400703,LOWER MERION 7-3,400703-1,PENN WYNNE ELEMENTARY SCHOOL,250,,HAVERFORD,RD,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,400801,LOWER MERION 8-1,400801-1,ST PAUL'S EVANGELICAL LUTHERAN CHURCH,415,E,ATHENS,AVE,,ARDMORE,PA,19003,,,,YES
MONTGOMERY,400802,LOWER MERION 8-2,400802-1,S.S. SAHAG & MESROB ARMENIAN CHURCH,630,,CLOTHIER,RD,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,400803,LOWER MERION 8-3,400803-1,S.S. SAHAG & MESROB ARMENIAN CHURCH,630,,CLOTHIER,RD,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,400804,LOWER MERION 8-4,400804-1,ARDMORE UNITED METHODIST CHURCH,200,,ARGYLE,RD,,ARDMORE,PA,19003,,,,YES
MONTGOMERY,400901,LOWER MERION 9-1,400901-1,THE CYNWYD CLUB,332,,TREVOR,LN,,BALA-CYNWYD,PA,19004,,,,YES
MONTGOMERY,400902,LOWER MERION 9-2,400902-1,THE CYNWYD CLUB,332,,TREVOR,LN,,BALA-CYNWYD,PA,19004,,,,YES
MONTGOMERY,400903,LOWER MERION 9-3,400903-1,BALA GYM,49,,BALA,AVE,,BALA-CYNWYD,PA,19004,,,,YES
MONTGOMERY,401001,LOWER MERION 10-1,401001-1,CHURCH OF THE REDEEMER,230,,PENNSWOOD,RD,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,401002,LOWER MERION 10-2,401002-1,BRYN MAWR PRESBYTERIAN CHURCH,625,,MONTGOMERY,AVE,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,401003,LOWER MERION 10-3,401003-1,BRYN MAWR COMMUNITY CENTER,9,S,BRYN MAWR,AVE,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,401101,LOWER MERION 11-1,401101-1,BEAUMONT RETIREMENT AT BRYN MAWR,601,N,ITHAN,AVE,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,401102,LOWER MERION 11-2,401102-1,LOWER MERION BAPTIST CHURCH,911,,NEW GULPH,RD,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,401103,LOWER MERION 11-3,401103-1,HARRITON HIGH SCHOOL,600,N,ITHAN,AVE,,BRYN MAWR,PA,19010,,,,YES
MONTGOMERY,401201,LOWER MERION 12-1,401201-1,MERION TRIBUTE HOUSE,625,,HAZELHURST,AVE,,MERION STATION,PA,19066,,,,YES
MONTGOMERY,401202,LOWER MERION 12-2,401202-1,MERION TRIBUTE HOUSE,625,,HAZELHURST,AVE,,MERION STATION,PA,19066,,,,YES
MONTGOMERY,401203,LOWER MERION 12-3,401203-1,ST JOSEPH'S UNIVERSITY,480,N,LATCHES,LN,,MERION STATION,PA,19066,,,,YES
MONTGOMERY,401203,LOWER MERION 12-3,401203-2,ST JOSEPH'S UNIVERSITY,480,N,LATCHES,LN,,MERION STATION,PA,19066,,,,YES
MONTGOMERY,401301,LOWER MERION 13-1,401301-1,LEVERING MILL HOUSE,327,,LEVERING MILL,RD,,BALA-CYNWYD,PA,19004,,,,YES
MONTGOMERY,401302,LOWER MERION 13-2,401302-1,BALA CYNWYD MIDDLE SCHOOL,510,,BRYN MAWR,AVE,,BALA-CYNWYD,PA,19004,,,6644500,YES
MONTGOMERY,401303,LOWER MERION 13-3,401303-1,BALA CYNWYD MIDDLE SCHOOL,510,,BRYN MAWR,AVE,,BALA-CYNWYD,PA,19004,,,,YES
MONTGOMERY,401401,LOWER MERION 14-1,401401-1,PENN WYNNE ELEMENTARY SCHOOL,250,,HAVERFORD,RD,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,401402,LOWER MERION 14-2,401402-1,PENN WYNNE ELEMENTARY SCHOOL,250,,HAVERFORD,RD,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,401403,LOWER MERION 14-3,401403-1,PENN WYNNE LIBRARY,130,,OVERBROOK,PKWY,,WYNNEWOOD,PA,19096,,,,YES
MONTGOMERY,410100,LOWER MORELAND 1,410100-1,HUNTINGDON VALLEY FIRE COMPANY,636,,RED LION,RD,,HUNTINGDON VLY,PA,19006,,,,YES
MONTGOMERY,410200,LOWER MORELAND 2,410200-1,GLORIA DEI CHURCH,570,,WELSH,RD,,HUNTINGDON VLY,PA,19006,,,,YES
MONTGOMERY,410300,LOWER MORELAND 3,410300-1,LOWER MORELAND TOWNSHIP GYM,625,,RED LION,RD,,HUNTINGDON VLY,PA,19006,,,,YES
MONTGOMERY,410401,LOWER MORELAND 4-1,410401-1,PINE ROAD ELEMENTARY SCHOOL,3737,,PINE,RD,,HUNTINGDON VLY,PA,19006,,,,YES
MONTGOMERY,410402,LOWER MORELAND 4-2,410402-1,PINE ROAD ELEMENTARY SCHOOL,3737,,PINE,RD,,HUNTINGDON VLY,PA,19006,,,,YES
MONTGOMERY,410500,LOWER MORELAND 5,410500-1,UNITED METHODIST OF HUNTINGDON VALLEY,3470,,HUNTINGDON,PIKE,,HUNTINGDON VLY,PA,19006,,,,YES
MONTGOMERY,410600,LOWER MORELAND 6,410600-1,LOWER MORELAND HIGH SCHOOL,555,,RED LION,RD,,HUNTINGDON VLY,PA,19006,FOYER,,,YES
MONTGOMERY,420001,LOWER POTTSGROVE 1,420001-1,POTTSGROVE HIGH SCHOOL,1345,,KAUFFMAN,RD,,POTTSTOWN,PA,19464,,,,YES
MONTGOMERY,420002,LOWER POTTSGROVE 2,420002-1,BEREAN BIBLE CHURCH,2675,E,HIGH,ST,,POTTSTOWN,PA,19464,,,,YES
MONTGOMERY,420003,LOWER POTTSGROVE 3,420003-1,LOWER POTTSGROVE ELEMENTARY SCHOOL,1329,,BUCHERT,RD,,POTTSTOWN,PA,19464,,,,YES
MONTGOMERY,420004,LOWER POTTSGROVE 4,420004-1,LOWER POTTSGROVE ELEMENTARY SCHOOL,1329,,BUCHERT,RD,,POTTSTOWN,PA,19464,,,,YES
MONTGOMERY,430101,LOWER PROVIDENCE 1-1,430101-1,LOCAL UNION 98 I.B.E.W.,3900,,RIDGE,PIKE,,COLLEGEVILLE,PA,19426,,,,YES
MONTGOMERY,430102,LOWER PROVIDENCE 1-2,430102-1,ARROWHEAD SCHOOL,232,,LEVEL,RD,,COLLEGEVILLE,PA,19426,,,6104899912,YES
MONTGOMERY,430201,LOWER PROVIDENCE 2-1,430201-1,WOODLAND ELEMENTARY SCHOOL,2700,,WOODLAND,AVE,,NORRISTOWN,PA,19403,,,6106319407,YES
MONTGOMERY,430202,LOWER PROVIDENCE 2-2,430202-1,LOWER PROVIDENCE TOWNSHIP BUILDING,100,,PARKLANE,AVE,,EAGLEVILLE,PA,19403,,,,YES
MONTGOMERY,430203,LOWER PROVIDENCE 2-3,430203-1,CALVARY CHAPEL,601,N,PARK,AVE,,NORRISTOWN,PA,19403,,,,YES
MONTGOMERY,430204,LOWER PROVIDENCE 2-4,430204-1,EAGLEVILLE ELEMENTARY SCHOOL,125,,SUMMIT,AVE,,NORRISTOWN,PA,19403,,,,YES
MONTGOMERY,430301,LOWER PROVIDENCE 3-1,430301-1,AUDUBON ELEMENTARY SCHOOL BUILDING,2765,,EGYPT,RD,,NORRISTOWN,PA,19403,,,6106663600,YES
MONTGOMERY,430302,LOWER PROVIDENCE 3-2,430302-1,AUDUBON ELEMENTARY SCHOOL,2765,,EGYPT,RD,,NORRISTOWN,PA,19403,,,,YES
MONTGOMERY,430303,LOWER PROVIDENCE 3-3,430303-1,VALLEY VIEW COMMUNITY CHURCH,778,,SUNNYSIDE,AVE,,AUDUBON,PA,19403,,,,YES
MONTGOMERY,430304,LOWER PROVIDENCE 3-4,430304-1,WOODLAND ELEMENTARY SCHOOL,2700,,WOODLAND,AVE,,NORRISTOWN,PA,19403,,,,YES
MONTGOMERY,440001,SALFORD,440001-1,TYLERSPORT VOLUNTEER FIRE COMPANY,125,,RIDGE,RD,,TELFORD,PA,18969,,,,YES
MONTGOMERY,450001,MARLBOROUGH,450001-1,ST JOHN'S LUTHERAN CHURCH,3104,,MAIN,ST,,GREEN LANE,PA,18054,,,,YES
MONTGOMERY,460001,MONTGOMERY 1,460001-1,BRIDLE PATH ELEMENTARY SCHOOL,200,,BRIDLE PATH,RD,,LANSDALE,PA,19446,,,,YES
MONTGOMERY,460002,MONTGOMERY 2,460002-1,MONTGOMERY ELEMENTARY SCHOOL,1221,,STUMP,RD,,NORTH WALES,PA,19454,,,2153686614,YES
MONTGOMERY,460003,MONTGOMERY 3,460003-1,BRIDLE PATH ELEMENTARY SCHOOL,200,,BRIDLE PATH,RD,,LANSDALE,PA,19446,,,,YES
