OBJECTID,PERMANENT_IDENTIFIER,SOURCE_FEATUREID,SOURCE_DATASETID,SOURCE_DATADESC,SOURCE_ORIGINATOR,Data_Security,Distribution_Policy,LOADDATE,FType,FCode,NAME,IsLandmark,PointLocationType,AdminType,ADDRESSBUILDINGNAME,ADDRESS,CITY,STATE,ZIPCODE,GNIS_ID,FOOT_ID,COMPLEX_ID,GLOBALID,x,y
2578,c3f5f0ab-0df8-4925-a6a8-71ae96ade7ce,,98f492c6-cb7b-4df5-ba04-7ce684a0e392,740 TNMC Update 3/30/2017,U.S. Geological Survey,5,E4,3/30/2017 3:17:46 PM,740,74036,Jefferson Correctional Institution,2,1,3,,1050 Big Joe Road,Monticello,FL,32344-0430,2450819,,,23866aa1-3611-4665-933f-78d01b1d3f6e,-83.8008117671741,30.5097732541808
3437,{9B27B915-F97B-426A-A9C0-D60B969306F4},10177592,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,4/24/2015 11:04:58 AM,740,74036,Southern State Correctional Facility - Springfield,2,1,3,,700 Charlestown Road,Springfield,VT,05156,2121204,,,e1bb6e39-7cd9-4210-a6d4-d384cdfd0b73,-72.4382680009153,43.2690578992688
15342,adfeb5dd-9112-4cfe-b379-88ff9e8f873d,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,9/29/2015 1:15:59 PM,740,74036,New Hanover Correctional Center,2,1,3,,330 Division Drive,Wilmington,NC,28401,2505313,,,e02abb20-d246-4a4d-ae66-0055ade4b61d,-77.9230267264938,34.2665768259204
15662,3357ed71-6433-4da8-9337-bd34665cffd3,10173849,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,3/20/2015 9:36:27 AM,740,74036,El Dorado Correctional Facility Southwest Mens Medium Oswego,2,1,5,,2501 West 7th Street,Oswego,KS,67356,2504374,,,d277daf7-5e80-405f-8c08-2f70c6fada83,-95.1335434790255,37.1662903377911
16968,b820af61-f89b-467f-9f8f-1a38c3645072,,9c58e8b2-9587-4139-a0d9-a0dcb561860a,740 TNMC Update 12/19/2017,U.S. Geological Survey,5,E4,12/19/2017 3:38:01 PM,740,74036,Shawnee Juvenile Detention Center,2,1,5,,401 Southeast 8th Avenue,Topeka,KS,66607,2509765,,,4e544fdb-8bcb-407c-9b94-f03f74e97b35,-95.6688613893042,39.04648971625
18510,614ee7c6-03eb-44c4-a686-93cf1ab7e85f,,7faafb3f-edb2-4b78-af09-bb2ecb8317e7,740 TNMC Update 11/18/2022,U.S. Geological Survey,5,E4,11/18/2022 12:20:27 AM,740,74036,Martin Correctional Institution,2,1,3,,1150 Southwest Allapattah Road,Indiantown,FL,34956,2449388,,,c05b4e06-f815-4efa-a8a0-a65503af0bb0,-80.4846800002779,27.19696799998
22851,22d4c3b4-355c-4daf-86ec-62f674c82eea,MO000332,6db1a19e-00a6-4a4c-999e-6d6a11c29288,740 TNMC Update 1/31/2019,U.S. Geological Survey,5,E4,1/31/2019 8:13:18 PM,740,74036,Vernon County Jail,0,1,0,,2040 East Hunter Street,Nevada,MO,64772,2752111, ,,69570cec-1512-4cda-856e-e87f84bfc3d3,-94.3319169997091,37.8394620000819
26045,b168094c-7c59-46fc-a7ee-2909f9f08252,10424824,7ef7b048-d36a-4536-a0c2-057bb903413e,{FTYPE} TNMC Update 10/10/2021,U.S. Geological Survey,5,E4,10/10/2021 7:19:25 PM,740,74036,Anderson County Jail,2,1,5,,823 West 7th Avenue,Garnett,KS,66032,2504300,,,32456571-e056-4d66-91cc-431c664399d0,-95.2566510002877,38.2783130000827
42110,db8307ab-f7d5-4cbe-ae5d-6e7db89ce07e,,fcfceb75-36b9-4192-93ee-ec5c451fb4ed,740 TNMC Update 4/17/2017,U.S. Geological Survey,5,E4,4/17/2017 4:54:26 PM,740,74036,Florida State Prison - West Unit,2,1,3,,23916 Northwest 83rd Avenue,Raiford,FL,32083,2452100,,,194dc1f0-24d6-4fd3-8191-43b781420a05,-82.1863784793835,30.0569858550644
43108,fd285afb-3d81-49ff-9980-39a62869505f,CA000244,b3d83d58-9e0d-4c56-8d74-1d7b6d727f81,740 TNMC Update 3/23/2022,U.S. Geological Survey,5,E4,3/23/2022 11:00:37 PM,740,74036,San Luis Obispo County Jail,0,1,5,,1585 Kansas Avenue,San Luis Obispo,CA,93405,2756387, ,,9c6677d9-bd76-4e00-b04a-c0e2b07a9d89,-120.727043000132,35.3206860003237
52959,{3FDF2B26-4897-4679-B7B5-DA6E00C6692D},10177515,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2/3/2015 1:36:51 PM,740,74036,Anamosa State Penitentiary,2,1,3,,406 North High Street,Anamosa,IA,52205,2333476,,,dbb900f8-63ca-410e-90d1-5686505f3a12,-91.2897794699769,42.1115052143114
55163,47cdfd5a-cf72-4afb-8638-4be864934802,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,9/29/2015 1:15:59 PM,740,74036,Pasquotank Correctional Institution,2,1,3,,527 Commerce Drive,Elizabeth City,NC,27906,2505316,,,2e3e23f8-432d-4abb-b8f2-b03d098eb329,-76.3107254145229,36.3606420289285
63324,782889ae-8800-483e-8ab8-3aeae7c1b0c6,10425236,9dd161f8-321b-4647-b2ca-703f85817256,740 TNMC Update 9/12/2019,U.S. Geological Survey,5,E4,9/12/2019 12:43:29 PM,740,74036,Ellsworth Correctional Facility,2,1,3,,1607 State Street,Ellsworth,KS,67439,2504308,,,dbbdf6af-5cd3-4ffa-ad5f-9fee7ab468ba,-98.2335501906392,38.7411310908869
65692,445eac72-7b54-48fb-8011-40b5ee47ec57,,f13761db-b89e-4d26-bcb3-e93cc14dbee4,740 TNMC Update 12/28/2022,U.S. Geological Survey,5,E4,12/28/2022 2:23:35 AM,740,74036,Desoto Annex Correctional Institution,2,1,3,,13617 Southeast State Highway 70,Arcadia,FL,34266,2447570,,,35f51968-9830-465f-a72a-18c7fbad04ea,-81.6654002659903,27.2048982573647
68470,90f17d9d-b51f-403a-87f1-5118a27fdc12,,4ce6e4c4-372a-4119-a6fa-79abb2a0869a,740 TNMC Update 3/31/2017,U.S. Geological Survey,5,E4,3/31/2017 3:44:07 PM,740,74036,Baker Correctional Institution,2,1,3,,20706 US Highway 90 West,Sanderson,FL,32087-2359,2452255,,,d6ae278e-5567-4e63-866a-3292232f3f8f,-82.3746719356201,30.213239669673
76357,792c6cc7-baee-4709-9be1-495c13900e5b,,fcfceb75-36b9-4192-93ee-ec5c451fb4ed,740 TNMC Update 4/17/2017,U.S. Geological Survey,5,E4,4/17/2017 3:52:30 PM,740,74036,Homestead Correctional Institution,2,1,3,,19000 Southwest 377th Street,Florida City,FL,33034-6409,2448322,,,33328fd7-073f-42d9-b3c2-b453aa87ecc1,-80.5004730222382,25.4132957457949
77365,af113e38-2b01-4f81-8631-1d7557b54a4d,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,8/11/2016 10:28:29 PM,740,74036,Tyrell Prison Work Farm,2,1,2,,600 Snell Road,Columbia,NC,27925,2505318,,,f33d9765-d1ab-4011-a3b0-4b9ddd2d317a,-76.2278878820378,35.9573191994488
77453,eeeef81c-03fd-4bdf-b20b-5648354c7484,,fcfceb75-36b9-4192-93ee-ec5c451fb4ed,740 TNMC Update 4/17/2017,U.S. Geological Survey,5,E4,4/17/2017 4:55:58 PM,740,74036,Union Correctional Institution,2,1,3,,25636 Northeast State Route16,Raiford,FL,32083,2452101,,,066dfccd-8095-437d-9fb3-bfbb3acca82e,-82.1928939818712,30.0669670110665
91134,01ec94f2-657f-444b-b3a2-6197c5698394,,4df73519-1b0b-44d1-b1b9-97d1f4cbc835,740 TNMC Update 7/29/2019,U.S. Geological Survey,5,E4,7/29/2019 8:02:51 PM,740,74036,Sedgwick County Department of Corrections,2,1,5,,700 South Hydraulic Street,Wichita,KS,67211,2510130,,,f54c2450-0d61-4b89-b13f-406f1fb0aa56,-97.3161040007043,37.6757970000271
91453,9102069a-795e-4d84-905f-ccbfb2152ffb,10424940,ac39a722-6c2b-49bc-89f4-63ad98cf5774,740 TNMC Update 3/12/2021,U.S. Geological Survey,5,E4,3/12/2021 8:34:35 PM,740,74036,Edwards County Jail,2,1,5,,321 Massachusetts Avenue,Kinsley,KS,67547,2504341,,,1c5a72e4-9d33-4df6-ac98-6a28db86ffc5,-99.4146850945235,37.9254183215593
92939,b9c00293-27dd-4fae-8f7f-8568bff0d7b5,,22dfb3b1-e9b3-494c-8eab-b51846b0d417,740 TNMC Update 4/2/2017,U.S. Geological Survey,5,E4,4/2/2017 10:07:19 PM,740,74036,Avon Park Correctional Institution,2,1,3,,8100 State Highway 64 East,Avon Park,FL,33825,2447658,,,061dc638-12a6-479e-8488-18c04947d5ab,-81.3599395755422,27.6614646908245
94690,{D5B9E114-373C-49BB-870C-DCD230E11858},10177586,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,4/24/2015 11:04:58 AM,740,74036,Chittenden Regional Correctional Facility - South Burlington,2,1,3,,7 Farrell Street,South Burlington,VT,05403,1918611,,,c3d533f3-8a79-476d-bf43-2109134816e4,-73.2053968987739,44.4464189009951
107460,{301F39B5-D98B-4FDA-BD8E-DF94923C6734},,0faa8679-3e60-45eb-b34e-c5ed80f7c40e,740 TNMC Update 12/31/2022,U.S. Geological Survey,5,E4,12/31/2022 3:07:10 PM,740,74036,Polk County Central County Jail,2,1,5,,2390 Bob Phillips Road,Bartow,FL,33830,2333752,,,6669c150-37b6-4309-b58a-25e0eb6a7f86,-81.819542000694,27.8814429992993
109391,7e2a0d1c-d366-4674-863e-4edad28abf2e,MN000032,eba17cc0-1ea1-42c5-a02c-ba4821eb7e5d,740 TNMC Update 8/4/2021,U.S. Geological Survey,5,E4,8/4/2021 12:38:35 AM,740,74036,Roseau County Detention Center,0,1,0,,604 5th Avenue Southwest,Roseau,MN,56751,2758603, ,,b011e94e-f7e6-487e-8cd1-cb06289fc751,-95.7664335865947,48.8396839465554
118407,{11D4B01C-F288-4A9C-85EE-E878F0BA22AF},,efe5c494-d703-488c-8a1f-612e3f0a2088,740 TNMC Update 3/13/2019,U.S. Geological Survey,5,E4,3/13/2019 2:43:10 PM,740,74036,Howard R Young Correctional Institution,2,1,3,,1301 East 12th Street,Wilmington,DE,19802,2378857,,,42bcd829-0bca-4beb-8d21-76abab99d8d5,-75.529667000304,39.741558000107
118617,1541d982-d218-491d-a45a-3deff52f58dd,OK000307,7c52fa6b-31a3-4a5e-924f-e1db374d0112,740 TNMC Update 4/25/2018,U.S. Geological Survey,5,E4,4/25/2018 6:50:00 PM,740,74036,Tulsa County Jail,0,1,0,,300 North Denver Avenue,Tulsa,OK,74103,2757556, ,,b48f1fd7-4c2b-4384-9f09-cdd4149d2345,-95.9989776604477,36.1571693417883
119126,a3e180bb-d7ee-4122-961d-748f8c2d157f,,28ddb66e-dc7b-4caa-b1e0-67872d9df17a,740 TNMC Update 3/5/2021,U.S. Geological Survey,5,E4,3/5/2021 2:03:17 AM,740,74036,Dawson County Correctional Facility,2,1,,,440 Colorado Boulevard,Glendive,MT,59330,2548983,,,9784ca63-b964-4335-8d3c-31bd6062e945,-104.68525700052,47.1310420007796
120014,f86ad407-679d-4153-9718-2e58aea375fa,,b10cd7ff-fcd4-4936-aeae-a54a041de8b1,740 TNMC Update 7/16/2022,U.S. Geological Survey,5,E4,7/16/2022 8:43:17 PM,740,74036,Trenton Correctional Institution,2,1,3,,84 Greenhouse Road,Trenton,SC,29847,2489670,,,41bbf73d-ef09-4003-9cfc-09b69495f90d,-81.8416980005684,33.7142459996386
120015,e3b40868-875b-4040-8ac4-30935274a74c,,923f2d35-ea3e-4c69-a957-77f0afb50068,740 TNMC Update 1/26/2018,U.S. Geological Survey,5,E4,1/26/2018 4:07:57 PM,740,74036,Federal Correctional Institution Bennettsville,2,1,1,,696 Muckerman Road,Bennettsville,SC,29512,2489673,,,8747097f-9224-4e7f-af20-2b4045c31a2a,-79.7194137568625,34.6721038820578
127216,125aff2c-0f1d-40bc-9267-bf44306379d7,,dfdbc5d8-174d-4faf-9c13-0cfb58d7f41c,740 TNMC Update 1/4/2020,U.S. Geological Survey,5,E4,1/4/2020 11:06:20 PM,740,74036,Federal Correctional Institution Estill,2,1,1,,100 Prison Road,Estill,SC,29918,2489674,,,0189a6c0-e9e3-4bb1-a520-19708ab0e347,-81.2541300003483,32.7211690000476
130120,e07bab78-c7b0-4c87-9f36-bcab0814f346,CO000059,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,4/29/2015 1:17:44 PM,740,74036,Adams County Detention Facility,2,1,5,,150 North 19th Avenue,Brighton,CO,80601,2369884,,,afecb3f5-090a-48ee-81cb-09d65bcd8c71,-104.797808273612,39.9912364811949
134350,d76c9db2-073c-4409-9725-0f9395cd67e9,10448886,e2b29cb6-a221-4d38-8afc-0fbc42303509,{FTYPE} TNMC Update 9/13/2021,U.S. Geological Survey,5,E4,9/13/2021 8:55:54 PM,740,74036,Southwest Kansas Regional Juvenile Detention Center,2,1,5,,507 West Santa Fe Street,Garden City,KS,67846,2504301,,,2868ace9-10a9-428b-b16a-b25627ae7421,-100.880760132453,37.9648738112982
135043,{E7777831-852F-4C4C-9401-EBFE78B86EE7},10177584,af4fdc3f-fca0-4059-9a01-a6b436c9ab59,740 TNMC Update 1/5/2020,U.S. Geological Survey,5,E4,1/5/2020 6:37:18 AM,740,74036,West Union Residential Correctional Facility,2,1,0,,500 South Pine Street,West Union,IA,52175,2333468,,,7ea26cad-5d7d-4928-bc61-10afe956a6e5,-91.8048829998977,42.9553619994795
141864,a1f871dd-2fc0-420a-b431-d682a9981eaa,10425157,55c6939a-bb11-417f-adec-8013d7cba908,{FTYPE} TNMC Update 9/1/2021,U.S. Geological Survey,5,E4,9/1/2021 2:02:58 PM,740,74036,Saline County Jail,2,1,5,,251 North 10th Street,Salina,KS,67401,2504368,,,423970f7-b56e-4d71-962d-f72497210d42,-97.6139890001704,38.8448109995052
151300,{8AC4B80A-B719-4B2E-922B-7F29ED435862},10177486,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2/3/2015 1:36:51 PM,740,74036,North Central Correctional Facility,2,1,3,,313 Lanedale,Rockwell City,IA,50579,1995764,,,030328b3-8146-40e1-8cf3-326ef9c827f2,-94.6056055717302,42.3923670830546
151762,495e9fa3-dc60-49d1-a00a-23a03d68d872,VA000020,e4986799-c2a1-4ad9-86aa-3b063cc25fbc,740 TNMC Update 1/26/2022,U.S. Geological Survey,5,E4,1/26/2022 6:26:00 PM,740,74036,Riverside Regional Jail,2,1,1,,500 Folar Trail,Prince George,VA,23860,2332048, ,,74f156d3-a24e-42c4-8309-372ea9792df0,-77.3417586644851,37.3080888400671
155591,f2606e48-3396-4b4a-ad95-1f3694613121,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,6/30/2016 2:01:10 PM,740,74036,Baltimore City Correctional Center,2,1,6,,901 Greenmount Avenue,Baltimore,MD,21202,2503094,,,7df04d98-9e35-472d-9b83-5aa18df2b96b,-76.606522185334,39.3003428824982
164513,a46a46dc-d341-43f5-917d-c7da9f1afb37,10424955,fea6acad-caf3-4fff-8ad9-b754a8820b7b,740 TNMC Update 11/19/2017,U.S. Geological Survey,5,E4,11/19/2017 12:24:09 AM,740,74036,Ford County Jail,2,1,5,,11311 Comanche Road,Dodge City,KS,67801,2504313,,,1bb446de-be71-442f-9e3f-3af11c591097,-99.9770812989617,37.7638702388735
164514,97073259-bdb3-44a1-9de6-8ebf6ac60cfc,10425239,7a0a8d40-f4d8-49b8-be43-d6cf84ed9884,740 TNMC Update 8/1/2019,U.S. Geological Survey,5,E4,8/1/2019 12:44:46 PM,740,74036,Norton Correctional Facility Norton,2,1,3,,11130 Road E4,Norton,KS,67654,2504349,,,863863e3-1091-4db0-adbb-04ba89c3f307,-99.8176509999765,39.8422119999005
165840,31a229e2-276f-47f6-a86d-80a330fec1ee,,a90907b4-9b44-418c-8625-747f5cd28637,740 TNMC Update 4/11/2023,U.S. Geological Survey,5,E4,4/11/2023 1:36:10 PM,740,74036,Cascade County Regional Prison,2,1,,,3800 Ulm North Frontage Road,Great Falls,MT,59404,2548982,,,3604c1bc-f764-439d-ade0-2fa3e789da13,-111.367609999416,47.4688819996785
167926,a8d3dee6-0e65-4500-b0a3-a719d378af78,10461486,6fe4428e-3bfc-4e8b-a7fe-e7b16195866e,{FTYPE} TNMC Update 10/10/2021,U.S. Geological Survey,5,E4,10/10/2021 7:18:36 PM,740,74036,Atchison Juvenile Correctional Facility,2,1,3,,1900 North 2nd Street,Atchison,KS,66002,2504293,,,90688447-8f72-4498-b732-af15415a4f65,-95.1148679993274,39.5879280006627
177017,94af9f70-7807-4b81-a0d4-4023d8e988ca,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,9/29/2015 1:15:59 PM,740,74036,Maury Correctional Institution,2,1,3,,2568 Moore Rouse Road,Hookerton,NC,28538,2505312,,,2332e909-e062-41e6-ac98-a72f549c0f64,-77.6074972790251,35.4484350427088
177911,3ac67013-f132-498f-a5d6-a632fd8c27c0,LA000012,34cdcaf5-92be-4658-9172-aab85fe1f323,740 TNMC Update 7/21/2020,U.S. Geological Survey,5,E4,7/21/2020 6:58:02 PM,740,74036,Belle Chasse Lockup,2,4,5,,104 Avenue G,Belle Chasse,LA,70037,2333937, ,,254f10ac-2a1b-4d55-be8c-573a224476f8,-89.9821329997299,29.8568030007579
200954,6dda0eb7-3cba-4ae8-bc07-28285f7881a7,10461603,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,3/20/2015 9:36:27 AM,740,74036,Hutchinson Correctional Facility South Unit,2,1,3,,1100 East Avenue G,Hutchinson,KS,67501,2504319,,,93698760-df99-40c6-be5a-a7e598e74003,-97.90853935086,38.0418796156935
204571,e5fa714a-95bd-47f8-805c-8dcf76b424fd,,333d20d0-465f-4a59-86ea-e222d09423da,740 TNMC Update 12/26/2022,U.S. Geological Survey,5,E4,12/26/2022 12:37:08 AM,740,74036,South Bay Correctional Facility,2,1,7,,600 US Highway 27 South,South Bay,FL,33493,2452392,,,976d132e-a88b-4b20-b39f-c1680109ffcd,-80.7190700009519,26.6576329998231
205125,{886678AF-93DC-4C9B-B153-18B1E048AA43},10177581,94daf738-b776-49c4-91a2-0a04188e113d,740 TNMC Update 1/12/2020,U.S. Geological Survey,5,E4,1/12/2020 2:36:37 AM,740,74036,Department of Corrections Residential Treatment Facility,2,1,3,,515 Water Street,Sioux City,IA,51103,2333497,,,f561364c-219c-4bc9-b292-9c5f293d0967,-96.4099879996933,42.4957839997335
205126,{E02F95E2-7FAB-4119-ADF7-1287156BB38F},10177558,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2/3/2015 1:36:51 PM,740,74036,Clarinda Correctional Facility,2,1,3,,2000 North 16th Street,Clarinda,IA,51632,1968590,,,a5ff5dcf-5090-4fea-9960-264950e862f3,-95.0371595557843,40.7621238996399
206185,f43e75ca-8d3d-4acb-bafa-14b07b13733e,,4df73519-1b0b-44d1-b1b9-97d1f4cbc835,740 TNMC Update 7/29/2019,U.S. Geological Survey,5,E4,7/29/2019 8:01:31 PM,740,74036,Sedgwick County Department of Corrections Youth Division,2,1,5,,700 South Hydraulic Street,Wichita,KS,67211,2509513,,,414f0736-7665-46f8-9f58-a329161fd1dd,-97.3158109998989,37.6758140000249
219859,ea159113-68b4-40be-ae48-ffd82d70faa7,,2d9e4e8c-7196-4322-975c-695872205d8c,740 TNMC Update 6/5/2018,U.S. Geological Survey,5,E4,6/5/2018 12:15:23 AM,740,74036,Tomoka Correctional Institution,2,1,3,,3950 Tiger Bay Road,Daytona Beach,FL,32124,2448038,,,d2e1d669-80a6-4a6e-906f-abbd41b0d097,-81.1583786009863,29.1510257716388
222538,34a76826-a1a2-4fe7-89c8-69beca6b5914,,4bf0fb0d-86d8-4baa-8eb8-6d58967819db,740 TNMC Update 4/3/2017,U.S. Geological Survey,5,E4,4/3/2017 6:16:04 PM,740,74036,Okeechobee Correctional Institution,2,1,3,,3420 Northeast 168th Street,Okeechobee,FL,34972-4824,2451413,,,22469bbb-fb8d-4fe9-a457-29cc145c1cf0,-80.784187316881,27.3987731928322
223428,4ee3b0e2-7b3c-422a-bf65-26163d627626,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,9/29/2015 1:15:59 PM,740,74036,Pamlico Correctional Institution,2,1,3,,601 North 3rd Street,Bayboro,NC,28515,2505315,,,9903be0f-24e9-4133-b619-a44b9a834051,-76.7710000089341,35.1602390072935
223978,4fd6cf8a-c3b0-43b7-9053-66c998a9cb16,10424842,ae295fcb-22ae-45eb-9b45-875f860de91e,740 TNMC Update 5/7/2021,U.S. Geological Survey,5,E4,5/7/2021 5:41:07 PM,740,74036,Allen County Jail,2,1,5,,1 North Washington Avenue Number 16,Iola,KS,66749,2504316,,,746285a9-ed96-4f8a-a889-1d8869206638,-95.4038636671222,37.9227394002395
224826,28b8af6c-f6ff-4685-b484-304f190ef526,,22dfb3b1-e9b3-494c-8eab-b51846b0d417,740 TNMC Update 4/2/2017,U.S. Geological Survey,5,E4,4/2/2017 11:08:38 PM,740,74036,Florida Department of Corrections South Florida Reception Center South,2,1,3,,13910 Northwest 41st Street,Doral,FL,33178-3014,2448773,,,801de268-55d2-4c2b-92f6-22596171f7fe,-80.4254608162517,25.7991771692126
233603,1b679662-3192-484b-a8e5-a367626214a7,FL003254,4456f6cf-bad3-46ea-a0c4-bf5fe7ed168f,740 TNMC Update 4/1/2017,U.S. Geological Survey,5,E4,4/1/2017 10:24:20 PM,740,74036,Marion County Jail,2,1,5,,692 Northwest 30th Avenue,Ocala,FL,34475-5608,2753039, ,,503e8949-04ba-43b0-b093-df6ca8dc774a,-82.1748352057756,29.1951026920162
235231,{A9F5B5A6-A832-4D04-BFC9-46F7C332D33B},10177591,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,4/24/2015 11:04:58 AM,740,74036,Southeast State Correctional Facility - Windsor,2,1,3,,546 State Farm Road,Widsor,VT,05089,2121205,,,01f5aaaf-4ff1-4b22-93d7-08c2e83a767d,-72.4254638000631,43.5008166993828
235232,{E8C6B7C3-5B35-4544-A8C6-A25F804F2093},10177589,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,4/24/2015 11:04:58 AM,740,74036,Northern State Correctional Facility - Newport,2,1,3,,2559 Glen Road,Newport,VT,05855,1920095,,,b6c97e6c-d7f1-477f-88aa-8c7610e6bda3,-72.1908437259088,44.9064239746671
237138,3e6a50ff-09ff-456c-b524-0c614b9cb40b,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,8/12/2016 1:19:58 PM,740,74036,Wichita Work Release Facility,2,1,3,,401 South Emporia Street,Wichita,KS,67202,2509676,,,484c5b5f-4bc7-4330-abfe-3d3e5ebb1323,-97.333302026388,37.6821245859664
238735,333f5eea-f2ef-4147-b1de-5215bf0c1c10,FL000456,7bfd6b65-101e-4a37-b99f-b78b4119a365,740 TNMC Update 6/3/2020,U.S. Geological Survey,5,E4,6/3/2020 8:39:28 PM,740,74036,Lake County Detention Center,2,1,5,,551 West Main Street,Tavares,FL,32778,2755958, ,,2870f50b-36c0-4151-95a7-a44baba000a6,-81.7329370000125,28.8019079999624
241945,cbdff049-2b0c-4fff-bec5-34cef751357c,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,9/29/2015 1:15:59 PM,740,74036,Columbus Correctional Institution,2,1,3,,1255 Prison Camp Road,Whiteville,NC,28472,2505308,,,86719bf0-6447-46ee-8867-7a94a1ec5304,-78.7199423625711,34.2784683740173
242913,01758f2c-8ff6-4c91-9af3-cb2d6d2d0195,LA000420,0ba95072-9961-4956-bca7-5cd6c77d166e,740 TNMC Update 7/14/2017,U.S. Geological Survey,5,E4,7/14/2017 3:09:37 PM,740,74036,Jetson Center for Youth,2,1,0,,15200 Old Scenic Highway,Baker,LA,70714,2739770,,,98da39dd-9f1a-42d3-9b64-ee17e4e69661,-91.2058334349296,30.5841674806037
246147,35d774b2-f1c9-46dd-99ec-69f028619403,LA000418,ceaaff19-5cda-4a48-97da-97ac9da01a34,740 TNMC Update 7/29/2020,U.S. Geological Survey,5,E4,7/29/2020 12:13:26 PM,740,74036,Louisiana State Penitentiary,2,1,3,,17544 Tunica Trace,Angola,LA,70712,2739771, ,,7c36edad-fe10-461c-af4c-c267bf741864,-91.5952150003165,30.9557880000234
253422,80b9ee61-4df6-483c-bf71-8e63cf532e9a,,fcfceb75-36b9-4192-93ee-ec5c451fb4ed,740 TNMC Update 4/17/2017,U.S. Geological Survey,5,E4,4/17/2017 4:54:23 PM,740,74036,Florida State Prison,2,1,3,,23916 Northwest 83rd Avenue,Raiford,FL,32083,2452097,,,59c007a9-c388-4862-b17f-2f6435c79cc2,-82.1840286261809,30.0595951082616
254049,{7146CD3E-F7BB-42B0-B2D6-2B2A175A573F},10177588,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,4/24/2015 11:04:58 AM,740,74036,Marble Valley Regional Correctional Facility - Rutland,2,1,3,,167 State Street,Rutland,VT,05701,1461804,,,d157bd83-c153-402f-ae9e-371be52bd802,-72.9906178000405,43.6093265005553
262017,e2fc747a-1027-4a02-b744-2a5c670b854c,,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,9/29/2015 1:15:59 PM,740,74036,Pender Correctional Institution,2,1,3,,906 Penderlea Highway,Burgaw,NC,28425,2505317,,,1465cbd2-bea5-4335-8803-f8be1fe90bf3,-77.9371283346667,34.5546928358134
267828,3dbdca87-fc83-4b15-bee9-73196a8a2faa,10425241,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,3/20/2015 9:36:27 AM,740,74036,Winfield Correctional Facility,2,1,3,,1806 Pinecrest Circle,Winfield,KS,67156,2504379,,,76c744bf-2b81-4433-8d53-48582aacc904,-96.9755827979042,37.2647308578163
274363,8349ecc1-1329-46a1-8c1d-ab775281a297,10424865,a35497c9-b67a-49a3-9e05-dea7aac0b30e,740 TNMC Update 3/10/2017,U.S. Geological Survey,5,E4,3/10/2017 1:32:41 PM,740,74036,Barton County Detention Facility,2,1,5,,1408 Kansas Avenue,Great Bend,KS,67530,2504329,,,b245db42-dfa7-4eaf-88a3-0c806995a935,-98.7633743277531,38.3658294675324
