OBJECTID,PERMANENT_IDENTIFIER,SOURCE_FEATUREID,SOURCE_DATASETID,SOURCE_DATADESC,SOURCE_ORIGINATOR,Data_Security,Distribution_Policy,LOADDATE,FType,FCode,NAME,IsLandmark,PointLocationType,AdminType,ADDRESSBUILDINGNAME,ADDRESS,CITY,STATE,ZIPCODE,GNIS_ID,FOOT_ID,COMPLEX_ID,GLOBALID,x,y
1830,{ED2097E1-257E-4730-B1CB-7D11A731DA01},,a6e93a46-4a9e-485e-84ee-bf4cf20c74c6,730 TNMC Update 2/9/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,2/9/2022 2:23:20 PM,730,73007,Rick Aviation Flight School,2,1,0,,902 Bland Boulevard Suite D,Newport News,VA,23602,2465496,,,cb61d670-2c5c-43f0-80ab-34c3f2d76ae3,-76.5002515901717,37.1327538256714
15660,e400d41e-3d1d-4971-a669-b95982d014d5,VA002431,4a90b0bb-5344-454b-ada2-7ed32c2d7707,730 TNMC Update 7/31/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/31/2022 3:19:08 PM,730,73007,Washington County Career and Technical Education Center,2,1,0,,255 Stanley Street,Abingdon,VA,24210,1498354, ,,6e1bbea3-9afc-47ce-a066-ba394159c7f1,-81.9519069997064,36.7229020005036
93803,78d7c1d8-1230-404e-a2d0-063cdf7b084e,AZ001740,f3dde500-1ad9-49dc-930d-55ae50f5eade,730 TNMC Update 3/20/2018,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/20/2018 1:11:06 PM,730,73007,East Valley Institute of Technology - Main Campus,0,1,0,,1601 West Main Street,Mesa,AZ,85201,2517586,2,,aa217ccc-078f-4b19-bea4-46b7aafc6e83,-111.864448547526,33.413131714432
183460,c10364dd-280f-4f55-854f-e3b5871748d0,173416,55db8ee5-0035-4c65-951c-044724f36d90,730 TNMC Update 3/21/2018,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/21/2018 1:09:42 PM,730,73007,Dakota County Technical College,2,1,0,,1300 145th Street East,Rosemount,MN,55068,2095169, ,,a68642b6-590f-4a0e-9a11-5cc2a42897cb,-93.0779876712009,44.7371940606514
193227,{983B4EEB-0040-46AF-956A-F74642992A0D},AR0610200,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/7/2016 12:00:57 PM,730,73007,Black River Technical College Law Enforcement Training Academy,2,1,3,,1410 State Highway 304 East,Pocahontas,AR,72455,2118587,,,fce72abc-ec97-4fc9-9a70-588a1a303a92,-90.9484360092337,36.2391657502666
196489,{9967DCE3-7277-4E0E-A091-D30E181791BB},,102d28ad-ef42-493d-a2cf-7dfe610ff1d0,730 TNMC Update 11/18/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,11/18/2020 7:29:14 PM,730,73007,Sebring Career Schools,2,1,0,,6672 Highway 6 South,Houston,TX,77083,,,,36b264ef-e639-421d-b39f-b00a657379bd,-95.6448473299841,29.7066594765023
199870,6002775a-1992-42ce-afb7-c71d2dad1917,AZ001542,4476ec9f-1199-4414-89e8-c83167e3bb0b,730 TNMC Update 1/11/2021,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,1/11/2021 7:13:29 PM,730,73007,San Carlos Training Institute,0,1,0,,100 East Skill Center Road,San Carlos,AZ,85550,2545036, ,,2ba62297-2955-49b5-8987-87f9d1b115ba,-110.586639766278,33.3714578057822
223362,0922b0e7-4ef0-48a5-8487-ceae028c5e97,106041,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,9/29/2015 11:54:10 AM,730,73007,Universal Technical Institute Avondale,2,1,0,,10695 West Pierce Street,Avondale,AZ,85323,2517524,,,09b45b43-444a-431b-996a-03d693946f7c,-112.288291667967,33.4528658027001
292583,e49b7657-ae94-463d-af9a-c58a2394e85a,220174001658,48b36b43-a059-49d9-9f35-f03e34d32de3,730 TNMC Update 9/20/2018,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,9/20/2018 5:13:52 PM,730,73007,Louis Miller Terrebonne Career and Technical High School,2,1,0,,3051 Patriot Drive,Houma,LA,70363,551967,,,1ba413f5-3ac1-4021-857f-b8d93df76624,-90.6780769998595,29.5629810001
318767,{3C6D0F74-C071-4495-9908-1F2FE21837D2},,0e1c981d-7003-4cb7-910f-95f62fee1f12,730 TNMC Update 8/27/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,8/27/2022 11:01:50 PM,730,73007,Chesapeake Marine Training Institute,2,1,0,,3566 George Washington Memorial Highway,Hayes,VA,23072,2465291,,,1775cedb-369d-4432-a9ac-6fe9d8fc9faa,-76.5133759997085,37.3051990003426
367639,1e9a4b9a-2551-4db1-88b8-a55e69ae1b7b,173708,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/5/2015 10:19:04 AM,730,73007,Hennepin Technical College - Brooklyn Park Campus,2,1,0,,9000 Brooklyn Boulevard,Brooklyn Park,MN,55445,2433258, ,,9276d8f4-2ac8-425b-ac65-33a332d30035,-93.397100370753,45.0966557977977
444576,{D6F01313-59BE-43A9-9158-172BB6312FA0},,49c68255-5dbb-4d41-a31c-2864aff0883c,730 TNMC Update 12/8/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,12/8/2020 5:22:32 PM,730,73007,Jays Technical Institute,2,1,,,11910 Fondren Meadow,Houston,TX,77071,,,,388156f5-dd4a-4ea6-aeed-b7acaf6f496a,-95.5252968768115,29.6487591073373
446185,7447492e-948f-4a26-9957-c383b96752c4,,e6acc09f-8452-438a-aa78-1574e62a64e1,730 TNMC Update 9/13/2019,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,9/13/2019 7:09:40 PM,730,73007,Pima Medical Institute - Phoenix,2,1,0,,13610 North Black Canyon Highway,Phoenix,AZ,85029,2517521,,,c6e8c682-898b-46f5-9633-64b53e383501,-112.118080258325,33.6087444878781
486051,{30182294-2D3A-45B6-B3CF-825B74D0CB1A},10272240,900fb00f-0423-43e8-85cc-8e1ac9b11377,{FTYPE} TNMC Update 10/25/2021,U.S. Geological Survey,5,E4,10/25/2021 5:03:32 PM,730,73007,Medical Career College,2,1,0,,41300 Christy Street,Fremont,CA,94538,2370625,4,,c4d82543-3e63-4db5-bf5a-f801d7fd5a35,-121.982628110387,37.5152915997253
506282,e649862b-2323-4295-b7e8-7c3774c5ee92,,1ee19ae2-e441-4b6c-bc06-a874a71749c5,730 TNMC Update 10/8/2019,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,10/8/2019 6:42:38 PM,730,73007,UEI College,2,1,0,,9215 North Black Canyon Highway,Phoenix,AZ,85021,2517506,,,80306ff6-4739-442d-a5cc-b3de7fac8f42,-112.116242999151,33.5704650001947
571608,{4123AA96-9A00-48B4-AA75-83898EDA78CC},,23c65aab-2510-46a8-b318-c210093cef5b,730 TNMC Update 6/11/2018,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,6/11/2018 3:21:03 PM,730,73007,Houston Training School South Campus,2,1,0,,6630 Gulf Freeway,Houston,TX,77087,,,,308c1b4a-a56f-44de-9c8c-dccbc2de0d60,-95.303993225027,29.706542969178
776171,{417B6FC6-F341-4CF0-9E7E-780B86883285},240033001011,040bfd09-2d6b-4d4e-a75b-8149522c2de9,730 TNMC Update 7/25/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/25/2022 1:26:25 AM,730,73007,Frederick County Career and Technology Center,2,1,,,7922 Opossumtown Pike,Frederick,MD,21702,1711794, ,,6672e3fc-04de-42fd-9396-e519503e9e6e,-77.4155260007455,39.4508830000451
776256,{A6DD1DCB-A271-454F-9D6A-BF0BF7973A54},198190,3e354dca-f83f-4b83-a33d-c601621ffc87,730 TNMC Update 8/7/2018,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,8/7/2018 10:05:54 PM,730,73007,Carolina School of Broadcasting,2,1,,,3435 Performance Road,Charlotte,NC,28214-8085,, , ,164a5242-2108-429e-8630-0c5945d3aef5,-80.983978999934,35.2558640002318
776259,{792C0DF6-E4DD-4CB4-AF2C-4EFE6ED61668},198941,3407c23f-4a5d-435c-86a7-9f103df8bd49,730 TNMC Update 2/11/2021,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,2/11/2021 3:15:59 PM,730,73007,Mercy School of Nursing,2,1,0,,701 Forest Point Circle Suite B,Charlotte,NC,28273,, , ,52298b94-a9a3-46dd-b4e1-f35d6b6a89b0,-80.9049167552571,35.1325810568281
776328,{D4B2CD8B-6450-433F-9CFC-BD08C2138437},112367,20903838-4826-4b9f-8d29-10878ab4eb65,730 TNMC Update 3/5/2021,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/5/2021 10:50:57 PM,730,73007,Clovis Adult Education School,2,1,,,1452 David E Cook Way,Clovis,CA,93611,, ,,1ad5e776-9977-471b-83a5-bba683b99db8,-119.690203000031,36.836920000092
776331,{0DED1D87-4AC1-47A0-A488-B394997596D0},118143,eaf839bd-17f4-4676-abcf-c14ae051d207,730 TNMC Update 3/7/2021,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/7/2021 10:16:05 PM,730,73007,Lyle's College of Beauty,2,1,0,,6735 North First Street Suite 112,Fresno,CA,93710,, ,,67c2d9e0-5871-4cbe-a669-ca5df61350d3,-119.773758000376,36.8362539996817
776335,{770CBC75-A0A9-4F64-9B28-DF0E873B00DB},448895,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/16/2015 2:45:18 PM,730,73007,Milan Institute - Clovis,2,1,,,731A West Shaw Avenue,Clovis,CA,93612,, ,,dd6f9276-7750-4d48-8cec-84bdf9dec5a6,-119.725482860041,36.8106889212621
776337,{F20CE0DD-FEAC-4D05-B99D-596C51738FEF},114895,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/16/2015 2:45:18 PM,730,73007,Galen College of Medical and Dental Assistants,2,1,,,1325 North Wishon Avenue,Fresno,CA,93728,, ,,b2f9a9b7-314e-4cba-a4ac-64658a7f47d8,-119.801369799133,36.760108999866
776339,{4E7CD3FA-47D5-405F-849A-793A2A15E6CA},123350,207e8ffa-8982-408e-b360-5861554c191a,730 TNMC Update 6/13/2021,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,6/13/2021 5:36:46 PM,730,73007,Sierra College of Beauty,2,1,,,1340 West 18th Street,Merced,CA,95340,, ,,261826db-2cd2-4581-8246-0cdc4cc4e642,-120.495940000109,37.3069460003526
776379,{B3FD4092-57E6-4900-903E-74EB1D119886},231004,e6096269-4b2a-4b95-a32f-6cf340bfe03a,730 TNMC Update 8/4/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,8/4/2020 8:04:37 PM,730,73007,Obriens Aveda Institute,2,1,,,400 Cornerstone Drive,Williston,VT,05495,, , ,421a3695-ddcb-48a6-8a25-bdcdce88d380,-73.1026625631053,44.4471927755372
776531,{31348920-6EBF-46D3-A28B-EF35CCF56ED9},180147002269,74e06d96-e86f-4772-bb08-59e423919c9e,730 TNMC Update 10/4/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,10/4/2020 6:46:56 PM,730,73007,Central Nine Career Center,2,1,,,1999 US Highway 31 South,Greenwood,IN,46143,, ,,0cdd71b4-0a59-401b-8b7c-601ea85c5ffa,-86.0998230000091,39.5895420004345
776542,{3531A0AD-571B-4756-B06F-E7B7BF83BAC9},137087,fc71d28a-14b2-4765-9b7b-f1d5801bbb4c,730 TNMC Update 12/15/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,12/15/2022 2:36:46 PM,730,73007,Pinellas Technical Education Center - Saint Petersburg Campus,2,1,,,901 34th Street South,Saint Petersburg,FL,33711,298844, ,,a8091eb7-b837-44c1-ab3b-0371b7c46111,-82.6818389996107,27.7611680004098
776579,{991A0CC5-E0E4-4080-985B-B70B81058C2C},132374,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,10/21/2015 10:39:54 AM,730,73007,Atlantic Technical Center,2,1,,,4700 Coconut Creek Parkway,Coconut Creek,FL,33063,2043858, ,,ca8c07e1-e6c1-4fe1-9858-248e919fad8f,-80.1853138882804,26.2436136464851
776584,{13BA49DF-D43B-453F-8085-71D620E5153B},134307,12680d0e-17e2-4705-9b52-a2c566801fa6,730 TNMC Update 8/13/2019,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,8/13/2019 7:49:02 PM,730,73007,George T Baker Technical College,2,1,,,3275 Northwest 42nd Avenue,Miami,FL,33142,, , ,b4b58bde-7239-4932-9a4f-7fec1b2fcd03,-80.2634847148913,25.8041750888178
776587,{2116355E-FD6B-4D2A-8911-EEE0A9EF263E},135142,97375793-33da-4a02-b474-88457f508d9a,730 TNMC Update 11/26/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,11/26/2022 2:09:09 PM,730,73007,La Belle Beauty School,2,1,,,1495 West 49th Street,Hialeah,FL,33012,, , ,6e6b31a7-3383-4db9-acae-2d33a14b3771,-80.3125949991414,25.8669279995637
776592,{942867F1-8998-4640-BB3C-4864FDECC01C},135771,e78aeaf8-f88a-4413-94f1-f4f5cf150545,730 TNMC Update 12/10/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,12/10/2022 3:10:06 PM,730,73007,American Beauty Schools,2,1,0,,8150 Southwest 8th Street,Miami,FL,33144,, , ,2d273bd3-e795-463b-9c29-39314b1e6df9,-80.3275573650099,25.7615275432371
776786,{681AB377-7F9B-4A8B-A7C4-CC0FA55B7B8F},136738,e78aeaf8-f88a-4413-94f1-f4f5cf150545,730 TNMC Update 12/10/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,12/10/2022 11:49:15 PM,730,73007,Florida International Training Institute,2,1,,,7265 Northwest 25th Street,Miami,FL,33122,, , ,4e302e2d-cc46-4038-bae0-1a01eb68972e,-80.3146590000063,25.7979470000135
776855,{CF8474BD-DA38-4591-B9B3-833A73A9C23F},138132,f78ab72a-703d-43d2-9284-2f3c6f54ab36,730 TNMC Update 12/23/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,12/23/2022 12:18:30 AM,730,73007,Fashion Focus Hair Academy,2,1,0,,2184 Gulf Gate Drive,Sarasota,FL,34231,, , ,89a333b1-08b3-4285-9ca6-be77931daa5b,-82.5174200005108,27.258548000055
776909,{A94C851A-7E18-4F27-91A7-E3AFB0819A6A},160870,62994459-8606-4ccd-a047-9174eb35c207,730 TNMC Update 7/20/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/20/2020 6:37:35 PM,730,73007,Louisiana Technical College Westside Campus,2,1,,,59125 Bayou Road,Plaquemine,LA,70764,558359, ,,63ad2af2-0811-432b-b75b-ab5000bbe836,-91.254913999452,30.2772069996345
776912,{D2433147-36E3-467D-AF69-D2591089CB16},364751,a5b5f26d-14e8-4cdd-89c2-4deb6c06bc3b,730 TNMC Update 10/7/2018,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,10/7/2018 12:07:43 AM,730,73007,Eastern College of Health Vocations,2,1,,Building 400,201 Evans Road,New Orleans,LA,70123,, , ,0bfa9463-a3e5-47d8-865a-29167518e10c,-90.1817749489213,29.9443587942013
776938,{E3115765-95BC-4351-99B2-4D060044B3E8},417682,d943e297-92ad-41c0-8e55-622d7c4a4e06,730 TNMC Update 1/8/2017,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,1/8/2017 6:46:54 PM,730,73007,Cass Career Center,2,1,,,1600 East Elm Street,Harrisonville,MO,64701-2024,, , ,fd31585e-d838-45a2-8f8d-16293ca681a2,-94.3337173459447,38.6601562500363
776942,{8044EDC4-7F3D-4F58-A6C7-E1186670F928},290986000285,1091ee11-3204-4fc8-b753-cfda65258850,730 TNMC Update 3/23/2017,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/23/2017 2:34:23 PM,730,73007,Clinton Technical School,2,1,0,,602 South 5th Street,Clinton,MO,64735-2966,, , ,2a930397-1f74-4700-9288-b9633baa7264,-93.7684631342332,38.3636016847533
777035,{34CD3A2E-95E9-4FC2-BE0B-7CE5AA2FD668},201955,ee975861-8dbe-4998-a72f-c9e0b10378b8,730 TNMC Update 9/21/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,9/21/2020 12:58:51 AM,730,73007,University of Cincinnati - Raymond Walters College,2,1,,,9555 Plainfield Road,Blue Ash,OH,45236,, ,,e2270b3f-fe4a-494d-a58e-fcd390db4bc5,-84.3999339999046,39.2342800006784
777044,{19B3E753-4152-482D-8CB8-6385D231BCC6},203030,71dab982-3e3a-4f90-b13f-59d501f5a24c,730 TNMC Update 9/28/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,9/28/2020 9:02:25 PM,730,73007,Adult and Community Education - Hudson,2,1,,,2323 Lexington Avenue,Columbus,OH,43211,, ,,682d6de7-74bf-446b-87a9-af9c5889a23a,-82.9806080002175,40.012857999694
777052,{7BE43DFA-F773-45B2-B1E0-17058A40462D},202453,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,5/4/2015 11:31:32 AM,730,73007,Dayton Barber College,2,1,,,2741 Lyons Road,Miamisburg,OH,45342,, ,,10db2f39-5f9b-4a00-be52-3804a26f2306,-84.2229283152296,39.6287568056146
777090,{4F698A15-CAD4-482B-9FAD-213123636A2F},160472,1b8f1c80-6f2e-4c4d-ada4-ffbed32d1810,730 TNMC Update 7/4/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/4/2020 12:31:58 PM,730,73007,South Louisiana Beauty College,2,1,,,300 Howard Avenue,Houma,LA,70363,, , ,7826d3cd-608b-4f1e-8f13-eaaa640d080a,-90.696797678267,29.5926563628379
777097,{13024002-2C96-4BBC-98D3-ABDAF363A545},126164,fff7a866-e647-45ad-8d00-66370e9b8fff,730 TNMC Update 10/10/2017,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,10/10/2017 5:16:30 PM,730,73007,The Salon Professional Academy,2,1,0,,432 North Avenue,Grand Junction,CO,81501,, , ,4b0f392f-75f4-4f20-ae70-814132a23400,-108.565155029248,39.0781097417148
777098,{17120BBF-EB6F-465E-AED7-DFB63EB2D29E},128188,77f963df-d396-45de-8048-7fe3acd767f8,{FTYPE} TNMC Update 9/22/2021,U.S. Geological Survey,5,E4,9/22/2021 12:56:14 AM,730,73007,Intellitec College Grand Junction,2,1,,,772 Horizon Drive,Grand Junction,CO,81506,, , ,ecf528a6-4964-4f93-9102-f90319d3f975,-108.530631000542,39.1163520000531
777105,{BE504B1A-2A5C-47CE-A945-ADA666598F20},128337,76994cde-cb3a-489e-b989-6b23ba32d038,730 TNMC Update 4/28/2023,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,4/28/2023 9:03:45 PM,730,73007,Empire Beauty School,2,1,0,,3811 East 120th Avenue,Thornton,CO,80233,, , ,14a33b57-267d-4e78-98d3-8367bd3ee76f,-104.943466187254,39.9152827677385
777120,{A06F562E-00F6-4940-9897-1DAD247A4AEB},409120,e5cba43a-a721-4f19-bb31-82c71295d2d3,730 TNMC Update 2/11/2023,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,2/11/2023 7:30:57 PM,730,73007,Franklin Technology Center,2,1,,,2220 Indiana Avenue,Joplin,MO,64804,, , ,0ed14c51-54a8-4f9e-8af0-15dea4929f74,-94.5086000002696,37.0656909994416
777122,{7082B1D5-2AD7-43FC-BD6B-65C69FEC92A0},291827000970,9f512dbd-187c-4485-96de-a3af455b62c4,730 TNMC Update 3/6/2017,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/6/2017 8:50:42 PM,730,73007,Lebanon Technology and Career Center,2,1,0,,757 Brice Street,Lebanon,MO,65536,, , ,0e4a3b88-1b89-4c20-a8e1-639a861127a2,-92.6797790521749,37.6934013366866
777123,{A33D9FDA-6923-475E-BB25-2E347CC9248E},417646,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,10/27/2015 4:27:41 PM,730,73007,Saline County Career Center,2,1,,,900 West Vest Street,Marshall,MO,65340,2545442, ,,2c61333c-ff88-446d-943a-d3790cd606bb,-93.2110870467485,39.1150375994743
777124,{0A50FC41-9979-46AF-B062-ECC162C27ADD},417673,16552cdb-81b0-4ac3-af2f-2d439f4d008f,730 TNMC Update 6/22/2018,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,6/22/2018 6:34:48 PM,730,73007,Nevada Regional Technical Center,2,1,,,2015 West Street,Nevada,MO,64772,, , ,58b0d83d-936e-4393-80e0-31c25f4da416,-94.3630899995555,37.8610210000766
777125,{118249A4-5AB4-4A48-B586-F71579A06323},363679,3ae5791f-9c5a-416e-a7c2-2fab52eded6a,730 TNMC Update 12/16/2016,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,12/16/2016 8:42:09 PM,730,73007,Grabber School of Hair Design,2,1,,,9833 Watson Road,Crestwood,MO,63126,, , ,00d61951-25e6-4c46-9330-8a827e7ad436,-90.3907546998735,38.5570068363121
777187,{EBC76B77-6995-46D2-A3B4-716BF754102F},246035,97a8dd97-8ec5-4ada-8903-6b02fdbc76b7,730 TNMC Update 4/4/2023,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,4/4/2023 5:53:34 PM,730,73007,Carrington College,2,1,0,,2004 Lloyd Center 3rd Floor,Portland,OR,97232,, ,,3591c09f-94e0-495b-8b90-e01487b1d2fc,-122.653547865556,45.5320894918068
777240,{C49240FB-1DA4-4629-B35E-3C49BC9C1125},181190,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/3/2016 8:43:48 AM,730,73007,Josephs College of Beauty - Lincoln,2,1,,,5801 O Street,Lincoln,NE,68510,1898703, ,,bb0f95b1-7d9f-4009-a19b-2928d50af1ca,-96.6886135271214,40.8133110398855
777243,{6935AE5D-BF3F-40BF-94C0-A82AD10C177C},230010,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,9/16/2015 9:58:21 AM,730,73007,Bridgerland Applied Technology College,2,1,,,1301 North 600 West,Logan,UT,84321,, ,,d344be1b-74a4-4b8a-b3ef-20150cab988d,-111.850630512922,41.7561937631329
777470,{1613055C-26DA-47F1-B741-4D3D3E659D23},210480002182,132e5fd6-8162-4252-81b3-5cbf9435b8a3,730 TNMC Update 7/13/2020,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,7/13/2020 8:20:59 PM,730,73007,Millard Area Technology Center,2,1,,,7925 Millard Highway,Pikeville,KY,41501,, , ,096d3559-ee39-49bf-a817-8d27248a82fc,-82.4369645111836,37.3876175411748
777488,{745F882C-FAB5-4D3D-82D7-6B07715AB939},181880,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/7/2016 2:46:51 PM,730,73007,Academy of Hair Design,2,1,,,5191 West Charleston Boulevard Suite150,Las Vegas,NV,89146,, , ,63f3c1e1-aded-43b4-bfaf-857c05146a8e,-115.210468133221,36.158468521139
777524,{8E925A4F-58C2-46BF-9C4E-35B45F23D2A2},439686,a8787e8d-d997-438d-94f8-2a7c0098d121,730 TNMC Update 3/27/2017,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,3/27/2017 4:19:18 PM,730,73007,International Training Careers,2,1,,,7360 Southwest 24th Street Suite 31,Miami,FL,33155,, , ,1bc224a8-ad93-4b4a-afc9-2530fb7a958a,-80.314498901387,25.7473945622743
777525,{20982476-71BC-4C0B-8A8B-E3BC03392298},439774,e78aeaf8-f88a-4413-94f1-f4f5cf150545,730 TNMC Update 12/10/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,12/10/2022 3:12:10 PM,730,73007,New Concept Massage and Beauty School,2,1,,,1164 Southwest 67th Avenue,Miami,FL,33144,, , ,fd54ae49-58d5-481b-9f6f-8323eb70a8aa,-80.3044957052826,25.7598608041301
777527,{1CDF7DAF-A659-43BC-8834-A6E6BD0D7090},441414,c4546617-973d-4e3e-b05c-f714b5b79901,730 TNMC Update 8/14/2019,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,8/14/2019 1:34:44 PM,730,73007,The English Center M - DCPS,2,1,0,,3501 Southwest 28 Street,Miami,FL,33133,, , ,d227cd79-48b6-402b-b5af-6b76e75436e5,-80.2516534922699,25.7402705747841
777528,{5CC95150-C35C-4DAB-A593-83D118B22DB6},441423,771aa423-c90b-4854-9952-2a8611bdcbd7,730 TNMC Update 11/28/2022,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,11/28/2022 1:21:00 AM,730,73007,Florida Education Institute,2,1,,,5818 South West 8th Street,Miami,FL,33144,, , ,82867519-95c9-40b7-a421-c5e4067fc91a,-80.2904999256455,25.7632184905497
777611,{004632CD-18D8-4E80-A508-0CB8C5DF9FC5},180957,89d93847-b60b-487a-8ae2-7101c6da28ac,730 TNMC Update 6/10/2019,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,6/10/2019 4:41:39 PM,730,73007,College of Hair Design - Downtown Campus,2,1,0,,304 South 11th Street,Lincoln,NE,68508,, , ,dd02fe1e-7abc-4324-9df0-4f1cfa866251,-96.7051899815852,40.8111453635241
777648,{0470990B-DF13-421D-A1B5-2EED7C6E8883},111799,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,6/10/2016 10:56:18 AM,730,73007,Center for Employment Training - Salinas,2,1,,,421 Monterey Street,Salinas,CA,93901,, ,,b205cccf-9619-4352-a5f2-a2dc467fd323,-121.652803492557,36.6716403597377
777654,{9E32BD0A-2B47-41A3-B475-0DD6B3E4D425},419183,{092B06A5-744D-461B-BB91-876E463350D0},TNMC VWE DB Build - Vol Update Schools,"Oak Ridge National Laboratory, Geographic Information Sciences and Technology Group",5,E4,6/10/2016 10:56:18 AM,730,73007,Central California School,2,1,,,3195 McMillan Avenue Suite F,San Luis Obispo,CA,93401,, ,,71887754-32a9-4493-9e35-06faeab269b4,-120.648325699711,35.2617487993944
